,username,day,title,inTitle
1474,ykaaar,09-04-2022,"Pif, siparietto con Tajani al Festival di Dogliani",False
1475,ykaaar,09-22-2022,"Verdena, le nostre note moderatamente allegre in tempi cupi",False
1476,ykaaar,09-24-2022,"Maneskin, il nuovo singolo The Loneliest in arrivo il 7 ottobre",True
1477,ykaaar,09-26-2022,"Elezioni; la delusione Damiano dei Maneskin dopo l'esito del voto: ""Today is a sad day"" ",True
1478,ykaaar,09-27-2022,Mei: chiederemo al governo lo stato di crisi per la musica live,False
1479,ykaaar,09-27-2022,"Mei, chiederemo a governo stato di crisi per musica live",False
1480,ykaaar,09-27-2022,Maneskin al Global Citizen Festival di New York,True
1481,ykaaar,10-03-2022,"Giorgia Soleri, nuova diagnosi, ho la fibromialgia",False
1482,ykaaar,10-05-2022,I Maneskin spoilerano sui social nuovo singolo The loneliest,True
1483,ykaaar,10-08-2022,"Maneskin, The Loneliest nuovo brano più ascoltato al mondo",True
1484,ykaaar,10-13-2022,"Maneskin, esce il videoclip ufficiale di ""The Loneliest""",True
1485,ykaaar,10-14-2022,Un anno fa incendio nell'oasi felina nel Bolognese,False
1486,ykaaar,10-14-2022,"Hit parade, thasup resta in vetta seguito da Mengoni",False
1487,ykaaar,10-14-2022,"Damiano dei Maneskin: ""Ho temuto di morire su set di The Lonelist""",True
1488,ykaaar,10-14-2022,I Maneskin in esclusiva a Che tempo che fa da Fazio,True
1489,ykaaar,10-15-2022,Rai: i Måneskin ospiti a Che Tempo Che Fa su Rai3,False
1490,ykaaar,10-16-2022,"Maneskin da Fazio, il nostro successo? Difficile rendersi conto",True
1491,ykaaar,10-18-2022,"Ddl Gasparri mette paletti a aborto, scontro con Pd",False
1492,ykaaar,10-18-2022,"Maneskin, in 6 ore venduti 75mila biglietti per date negli stadi",True
1493,ykaaar,10-18-2022,"Maneskin, in 6 ore venduti 75mila biglietti per gli stadi",True
1494,ykaaar,10-21-2022,"Hit parade, continua supremazia Thasup, dietro Mengoni",False
1495,ykaaar,10-24-2022,Damiano dei Maneskin dice addio al nonno sui social,True
1496,ykaaar,10-28-2022,Sfilata italiana conclude Fashion Bridges in Sudafrica,False
1497,ykaaar,10-28-2022,"Maneskin, in Messico Charles Leclerc fan d'eccezione",True
1498,ykaaar,10-28-2022,"Hit parade, Taylor Swift in vetta con Midnights",False
1499,ykaaar,10-29-2022,Moda: sfilata italiana conclude Fashion Bridges in Sudafrica,False
1500,ykaaar,10-31-2022,Arriva Rush! il nuovo album dei Maneskin,True
1501,ykaaar,11-09-2022,"Uto Ughi ai giovani: ""Oltre ai Maneskin ascoltate Vivaldi""",True
1502,ykaaar,11-12-2022,"MTV EMAs, Harry Styles pronto a dominare a Dusseldorf",False
1503,ykaaar,11-13-2022,"MTV EMAs, la regina è Taylor Swift",False
1504,ykaaar,11-13-2022,"MTV EMAs, Pinguini Tattici Nucleari vincono Best Italian Act",False
1505,ykaaar,11-13-2022,"MTV EMAs, i Pinguini Tattici Nucleari vincono Best Italian Act",False
1506,ykaaar,11-13-2022,"MTV EMAs, Pinguini Tattici Nucleari vincono Best Italian Act/RPT",False
1507,ykaaar,11-13-2022,"MTV EMAs, i Pinguini Tattici Nucleari vincono il Best Italian Act",False
1508,ykaaar,11-15-2022,"I Maneskin candidati ai Grammy come ""miglior nuovo artista""",True
1509,ykaaar,11-15-2022,"Grammy, Beyoncé guida nomination, una chance ai Maneskin",True
1510,ykaaar,11-18-2022,"Hit parade, primo Ferro seguito da Springsteen",False
1511,ykaaar,11-18-2022,Maneskin raddoppiano le date evento negli stadi,True
1512,ykaaar,11-21-2022,I Maneskin vincono American Music Awards come Favorite Rock Song,True
1513,ykaaar,11-21-2022,"Maneskin, ""Da 2 anni in moto perpetuo, pazzesco ma pericoloso""",True
1514,ykaaar,11-21-2022,"Amadeus, 'le canzoni di Sanremo scelte in automobile'",False
1515,ykaaar,11-23-2022,"Alessandro Michele lascia il gruppo Gucci. ""Per me finisce uno straordinario viaggio""",False
1516,ykaaar,11-25-2022,"Amadeus, a Sanremo non avrò super ospiti italiani quest'anno",False
1517,ykaaar,11-29-2022,A Natale i biglietti dei concerti diventano idee regalo,False
1518,ykaaar,11-30-2022,"Spotify 2022, i Maneskin gli italiani più ascoltati all'estero",True
1519,ykaaar,12-01-2022,I Maneskin incoronati da Spotify come gruppo italiano piu' ascoltato all'estero,True
1520,ykaaar,12-04-2022,"I Maneskin salutano New York, 'Italiano? Oh mamma mia'",True
1521,ykaaar,12-05-2022,"Viva Rai2!, Fiorello show tra Sanremo e ironia sul governo. Amadeus rivela Francesca Fagnani co-conduttrice del Festival per una sera",False
1522,ykaaar,12-06-2022,"X Factor alla sfida finale ""Sarà una festa""",False
1523,ykaaar,12-08-2022,"Iggy Pop, 'i Måneskin sono davvero una band possente'",False
1524,ykaaar,12-08-2022,"I Santi Francesi vincono X Factor 2022, 'Siamo grati'",False
1525,ykaaar,12-10-2022,"Alberto Angela, Nerone è un anticipatore dei rave party",False
1526,ykaaar,12-13-2022,"Risate e lezioni fisica, il 2022 in Italia visto da Tik Tok",False
1527,ykaaar,12-13-2022,"Alberto Angela, Nerone è un anticipatore dei rave party",False
1528,ykaaar,12-15-2022,"Maneskin, Tom Morello nel nuovo singolo Gossip fuori a gennaio",True
1529,ykaaar,12-16-2022,"Scelti i giovani per Sanremo, tutti i big del Festival",False
1530,ykaaar,12-17-2022,"Da gIANMARIA a Shari, si completa cast Big di Sanremo",False
1531,ykaaar,12-17-2022,"Cesare Bocci, in Israele energia unica, un'esperienza di vita",False
1532,ykaaar,12-18-2022,"I Maneskin rompono gli strumenti sul palco, polemica social",True
1533,ykaaar,12-18-2022,"I Maneskin rompono gli strumenti sul palco a Las Vegas, polemica social",True
1534,marchisiocla8,01-07-2022,"Fiorentina ricorda Astori, avrebbe compiuto 35 anni",False
1535,marchisiocla8,04-13-2022,"Meno tweet meno post, influencer poco esposti sulla guerra in Ucraina",False
1536,marchisiocla8,07-26-2022,"Festival sport di Trento, presentato programma 5/a edizione",False
1537,marchisiocla8,09-06-2022,"Francesca Michielin, nuovo singolo Occhi grandi grandi dal 9/9",False
1538,marchisiocla8,10-09-2022,"Festival digitale popolare, oltre 2.000 persone in presenza",False
1539,marchisiocla8,10-12-2022,"Ko in Champions col Maccabi, Juve in ritiro alla Continassa",False
1540,marchisiocla8,11-14-2022,"Azzurri: Miretti e Fagioli, 'ci godiamo il momento'",False
1541,marchisiocla8,11-15-2022,Azzurri: a Tirana si chiude 26/a edizione'Un Gol per la Ricerca',False
1542,marchisiocla8,11-28-2022,"Mondiali: Marchisio, recuperi lunghi? Preferisco tempo effettivo",False
1543,marchisiocla8,12-13-2022,"Barba e capelli da Mondiali di calcio, i grooming look di tendenza da Martinez a Aboukhlal",False
1544,monicabellucciofficiel,01-03-2022,"Spider-Man domina ancora gli incassi, irrompe Belli ciao",False
1545,monicabellucciofficiel,02-08-2022,"Bruno Barbieri- Sosia, il docu film su Sky",False
1546,monicabellucciofficiel,03-30-2022,"""80 anni da situazionista"", cento foto di Oliviero Toscani",False
1547,monicabellucciofficiel,04-23-2022,"Diva sempre, Monica Bellucci, le mie lezioni di stile",True
1548,monicabellucciofficiel,04-26-2022,"Monica Bellucci, 'mi piacerebbe vivere a Istanbul'",True
1549,monicabellucciofficiel,05-04-2022,"Silvio Orlando, bello vincere con il cinema indipendente",False
1550,monicabellucciofficiel,05-04-2022,"Orlando, felice aver vinto con questa idea di cinema",False
1551,monicabellucciofficiel,06-25-2022,Da Thor a Virzì i film più attesi nelle sale,False
1552,monicabellucciofficiel,07-05-2022,Monica Bellucci torna nella sua Città di Castello,True
1553,monicabellucciofficiel,07-10-2022,"Dolce e Gabbana a Siracusa, modelle in nero e omaggio al barocco siciliano",False
1554,monicabellucciofficiel,07-10-2022,"Moda: D,, il barrocco siciliano va in passerella",False
1555,monicabellucciofficiel,07-10-2022,"D&G a Siracusa, modelle in nero e omaggi alla Sicilia",False
1556,monicabellucciofficiel,07-10-2022,"D a Siracusa, modelle in nero e omaggi alla Sicilia",False
1557,monicabellucciofficiel,07-12-2022,Con Dolce Gabbana in scena la bellezza della Sicilia,False
1558,monicabellucciofficiel,07-12-2022,Con Dolce e Gabbana in scena la bellezza della Sicilia,False
1559,monicabellucciofficiel,07-25-2022,Cinema: tre serate tutto esaurito per Umbria cinema festival,False
1560,monicabellucciofficiel,07-26-2022,"Cinque in concorso al Lido, cinema italiano è caso /SPECIALE VENEZIA 79",False
1561,monicabellucciofficiel,07-30-2022,"Giffoni: Scarpetta e Scotti, i social? Meglio le passioni",False
1562,monicabellucciofficiel,07-30-2022,"Giffoni: Scarpetta e Scotti, i social? Meglio le passioni",False
1563,monicabellucciofficiel,08-19-2022,Una Roma apocalittica in 'Siccità' di Paolo Virzì,False
1564,monicabellucciofficiel,08-27-2022,"A Venezia italiani in missione, riavvicinare il pubblico",False
1565,monicabellucciofficiel,08-28-2022,"Le star a Venezia, da Chalamet a Styles i più attesi",False
1566,monicabellucciofficiel,08-28-2022,"Venezia con le star, da Chalamet a Styles i più attesi",False
1567,monicabellucciofficiel,08-30-2022,Mostre: Toscani e 'Photos!' prorogano al 2 ottobre a Bologna,False
1568,monicabellucciofficiel,09-02-2022,"Passione Cinema, tra Italia e Francia un lungo legame",False
1569,monicabellucciofficiel,09-07-2022,"A Venezia lo choc di Blonde, scene hot con Kennedy ",False
1570,monicabellucciofficiel,09-08-2022,"Venezia Blonde, Brad Pitt sul red carpet, piace Virzì",False
1571,monicabellucciofficiel,09-08-2022,"Paolo Virzì, 'Siccità un film apocalittico e pazzo'",False
1572,monicabellucciofficiel,09-10-2022,Vincenzo Mollica è cittadino onorario di Città di Castello,False
1573,monicabellucciofficiel,09-15-2022,"Weekend al cinema, il Maigret di Leconte e Crialese",False
1574,monicabellucciofficiel,09-24-2022,Kim Kardashian 'curatrice' per la collezione di Dolce e Gabbana,False
1575,monicabellucciofficiel,09-30-2022,"Da Avati a Virzì, tutti in sala nel weekend",False
1576,monicabellucciofficiel,10-16-2022,Anche Mel Gibson tra i testimoni del processo a Weinstein,False
1577,monicabellucciofficiel,10-20-2022,"A Firenze torna France Odeon, festival del cinema francese",False
1578,monicabellucciofficiel,10-27-2022,"Ultimi ciak per La bella estate, il nuovo film di Laura Luchetti",False
1579,monicabellucciofficiel,11-06-2022,"Monica Bellucci, mamma felice, è bello vedere le mie figlie spiccare il volo",True
1580,monicabellucciofficiel,11-07-2022,"Monica Bellucci, mamma felice, bello vedere le figlie crescere",True
1581,monicabellucciofficiel,11-11-2022,"Bellucci, in Diabolik 2 ho le chiavi del cuore di Ginko",False
1582,monicabellucciofficiel,11-17-2022,Mel Gibson non testimonierà al processo Weinstein,False
1583,monicabellucciofficiel,11-17-2022,"Weekend al cinema, il ritorno di Diabolik",False
1584,monicabellucciofficiel,11-21-2022,"Incassi, al cinema continua il dominio di Wakanda Forever",False
1585,monicabellucciofficiel,11-30-2022,Tff: premio 'Stella della Mole' consegnato a McDowell,False
1586,francescototti,02-02-2022,Francesco Totti nuovo ambasciatore auto elettriche Volkswagen,True
1587,francescototti,02-02-2022,Francesco Totti nuovo ambasciatore italiano della gamma ID. Volkswagen,True
1588,francescototti,02-08-2022,"Dall'Abruzzo a Berlino, disco su 10 big del calcio mondiale",False
1589,francescototti,02-08-2022,Sport: Jacobs a stampa estera per premio miglior atleta 2021,False
1590,francescototti,02-10-2022,"Tom Holland a Roma, con Gualtieri e Totti sui Fori: 'Luogo incredibile'",False
1591,francescototti,02-15-2022,"Da Goggia a Valentino, quei folli recuperi-lampo",False
1592,francescototti,02-22-2022,"Totti: 'Fake news su me e Ilary, stanco di smentire'",False
1593,francescototti,02-22-2022,Ilary commenta voci crisi con Totti con la linguaccia su Ig,False
1594,francescototti,02-25-2022,A C'è Posta per te Totti e Bova,False
1595,francescototti,02-26-2022,Ita dedica a Francesco Totti un Airbus A330,True
1596,francescototti,03-04-2022,"Serie A: Roma-Atalanta 1-0, decide Abraham",False
1597,francescototti,03-07-2022,"8 Marzo: campagna anti-discriminazioni, convegno e mostra",False
1598,francescototti,03-14-2022,"Calcio: Figc, Pirlo a maggio nella 'Hall of Fame'",False
1599,francescototti,03-19-2022,"Serie A: Roma-Lazio 3-0, doppietta Abraham ",False
1600,francescototti,03-20-2022,Abraham trascina la Roma al successo nel derby,False
1601,francescototti,03-29-2022,"Speravo de morì prima, serie su Totti in chiaro su Tv8",False
1602,francescototti,04-25-2022,"Furto in casa a Vinci, 'Rubata maglia con autografo Totti'",False
1603,francescototti,04-28-2022,Nel Museo di Coverciano la maglia azzurra di Baggio,False
1604,francescototti,04-30-2022,"'Un Secolo d'Azzurro', mostra da non perdere a Tivoli",False
1605,francescototti,05-05-2022,"Libri: 'Nel cuore della Sud', una favola chiamata Roma",False
1606,francescototti,05-10-2022,Totti: 'Con Fiorentina ancora episodio a sfavore Roma',False
1607,francescototti,05-12-2022,Campioni sport protagonisti dell'asta Bolaffi di figurine,False
1608,francescototti,05-12-2022,Sport: la figurina di Senna venduta all'asta per 2.400,False
1609,francescototti,05-13-2022,Serie A: Roma-Venezia 1-1,False
1610,francescototti,05-17-2022,Musica: torna a Milano il Falaut Festival dedicato al flauto,False
1611,francescototti,05-23-2022,"Mercato: Dybala tra Roma e Inter, Milan su Origi",False
1612,francescototti,05-23-2022,"Conference: Venditti, mi sono fatto male ma vado a Tirana",False
1613,francescototti,05-25-2022,"Conference League, finale Roma-Feyenoord -  La vigilia",False
1614,francescototti,05-25-2022,"Conference: Totti a Tirana, pranzo con Premier albanese",False
1615,francescototti,05-27-2022,"Conference:il romanista Biaggi ""trofeo europeo ha sempre valore""",False
1616,francescototti,05-27-2022,Conference: a Roma nuova opera della street artist Laika,False
1617,francescototti,05-27-2022,Conference: a Roma nuova opera della street artist Laika,False
1618,francescototti,05-31-2022,Calcio: a Bologna tre arbitre ucraine per un torneo benefico,False
1619,francescototti,06-04-2022,"A casa tutti bene, ciak lunedì per la seconda stagione",False
1620,francescototti,06-15-2022,"Roma, Totti: ""Pellegrini può essere il nuovo numero 10""",False
1621,francescototti,06-17-2022,"Juventus Legends-Milan Legends a Roseto, c'è anche Del Piero",False
1622,francescototti,06-26-2022,"Calcio: da Totti a scudetto con Roma U16, Almaviva é virale",False
1623,francescototti,07-01-2022,"Da Totti a Toni, sfida tra ex del calcio a 'Illumia Padel Cup'",False
1624,francescototti,07-02-2022,"Totti: ""Dybala alla Roma era possibile, su CR7 mai creduto""",False
1625,francescototti,07-02-2022,"Totti ""Dybala alla Roma era possibile, su CR7 mai creduto""",False
1626,francescototti,07-03-2022,"Calcio: storia di bomber, Premio Ussi Margiotta a Schillaci",False
1627,francescototti,07-11-2022,"Totti e Ilary Blasi si separano, finisce la favola dopo vent'anni",False
1628,francescototti,07-11-2022,"Totti all'ANSA, separazione da Ilary dolore inevitabile",False
1629,francescototti,07-11-2022,"Francesco Totti all'ANSA, la separazione da Ilary dolore inevitabile ",True
1630,francescototti,07-11-2022,"Ilary Blasi all'ANSA, il mio matrimonio con Totti è finito",False
1631,francescototti,07-12-2022,"Francesco Totti e Ilary Blasi si separano, finisce la favola",True
1632,francescototti,07-13-2022,Ilary Blasi vola in Africa con i figli dopo l'annuncio della fine del matrimonio con Francesco Totti,True
1633,francescototti,07-13-2022,Ilary Blasi vola in Tanzania con i figli dopo l'annuncio della fine del matrimonio con Francesco Totti,True
1634,francescototti,07-18-2022,Dybala: 'La Roma è una buona squadra',False
1635,francescototti,08-02-2022,Partita del Cuore allo stadio di Monza il 7settembre,False
1636,francescototti,08-14-2022,"Dopo Cortina, vacanze nelle Marche per Ilary Blasi",False
1637,francescototti,08-17-2022,"Calcio: Spalletti, il Napoli ripartirà dal 4-3-3",False
1638,francescototti,09-11-2022,"Totti: ""Non ho tradito per primo"". Ilary sceglie il silenzio",False
1639,francescototti,09-12-2022,"Ossi di seppia, nelle 26 puntate anche il caso Tortora",False
1640,francescototti,10-10-2022,"Ue:Di Biagio e Candela a L'Aquila,sport è pace e socialità",False
1641,francescototti,10-12-2022,"Ilary Blasi multata dopo video Rolex, auto in sosta vietata",False
1642,francescototti,10-14-2022,"Totti-Ilary primo match, in aula per borse e orologi",False
1643,francescototti,10-14-2022,"Totti-Blasi primo match, in aula per borse e orologi",False
1644,francescototti,10-18-2022,"A Milano la Tattoo Convention, 500 artisti da tutto il mondo",False
1645,francescototti,10-21-2022,"Turone, Gigi Riva, Mazzone, boom per i docu sul calcio",False
1646,francescototti,10-21-2022,"Turone, Gigi Riva, Mazzone, boom per i docu sul calcio",False
1647,francescototti,10-25-2022,"Un docufilm su Carlo Mazzone, esce il 2 novembre",False
1648,francescototti,10-31-2022,"Calcio: Docufilm 'Come un padre', teatro Ascoli applaude Mazzone",False
1649,francescototti,11-11-2022,"Totti-Blasi in tribunale, un'ora e mezza a tu per tu",False
1650,francescototti,11-11-2022,Francesco Totti e Ilary Blasi arrivano in tribunale per il processo,True
1651,francescototti,11-17-2022,"Mondiali: Totti, Coppa senza Italia come Roma senza Colosseo",False
1652,francescototti,12-19-2022,"Funerali di Mihajlovic: addio Sinisa, 'campione di coraggio e fragilità'",False
1653,francescototti,12-19-2022,Mihajlovic: ai funerali presenti anche Abodi e Gualtieri,False
1654,francescototti,12-22-2022,"Retro Scena, il podcast sui mestieri del cinema",False
1655,francescototti,12-23-2022,"Fabio Rovazzi, il 1 gennaio torna con un nuovo singolo",False
1656,stefanodemartino,01-07-2022,"Torna De Filippi con C'è posta, 25a edizione su Canale5",False
1657,stefanodemartino,01-11-2022,Stefano De Martino alla trasmissione Rai Bar Stella,True
1658,stefanodemartino,01-11-2022,Un momento della trasmissione Rai Bar Stella,False
1659,stefanodemartino,01-31-2022,Sanremo: Giovanni Truppi vince il Premio Lunezia,False
1660,stefanodemartino,02-14-2022,"Stefano De Martino, torno con Stasera tutto è possibile",True
1661,stefanodemartino,03-11-2022,"'Ndrangheta: Gotha, dieci annullamenti in Cassazione",False
1662,stefanodemartino,03-15-2022,"A spasso sui monti, in sicurezza, tra paesaggi da fiaba",False
1663,stefanodemartino,03-18-2022,"Torna il serale di Amici, ospiti Elisa e Frassica",False
1664,stefanodemartino,04-14-2022,Lorella Boccia e Clementino per i 10 anni di Made in Sud,False
1665,stefanodemartino,04-20-2022,"Moda, le nuove famiglie nei 'parent talks' di Emporio Armani",False
1666,stefanodemartino,05-09-2022,'Rubata' identità prof. Bassetti per vendere creme antiparassiti,False
1667,stefanodemartino,06-07-2022,"In sala Il giorno più bello, remake con Luca e Paolo",False
1668,stefanodemartino,06-08-2022,Da Andrea Zalone al biopic su Fassbinder i film in sala nel weekend,False
1669,stefanodemartino,06-10-2022,"Torna la 'Notte Rosa', Capodanno della Riviera Romagnola",False
1670,stefanodemartino,06-15-2022,Gigi D'Alessio torna al Plebiscito per i 30 anni di carriera,False
1671,stefanodemartino,06-17-2022,Musica: Napoli abbraccia D'Alessio & Friends,False
1672,stefanodemartino,06-20-2022,"Da Bublé a Mengoni, i big in piazza con Tim Summer Hits",False
1673,stefanodemartino,06-20-2022,"""Tim Summer Hits"", musica in piazza con Delogu e De Martino",False
1674,stefanodemartino,06-20-2022,"""Tim Summer Hits"", musica in piazza con Andrea Delogu e Stefano De Martino",True
1675,stefanodemartino,06-20-2022,"""Tim Summer Hits"", musica in piazza con Delogu e De Martino",False
1676,stefanodemartino,06-23-2022,In Romagna torna La Notte Rosa dall'1 al 3 luglio,False
1677,stefanodemartino,06-28-2022,"Rai: Intrattenimento, Marcuzzi e Maionchi su Rai2",False
1678,stefanodemartino,07-02-2022,Palio Siena: vince il Drago al fotofinish con Torre,False
1679,stefanodemartino,08-24-2022,"Amadeus spegne 60 candeline, da dj a re di Sanremo",False
1680,stefanodemartino,09-08-2022,"Tim Music Awards, premi musica italiana con Conti e Incontrada",False
1681,stefanodemartino,09-15-2022,"Da Grease al Piccolo Principe, la stagione del Celebrazioni",False
1682,stefanodemartino,09-22-2022,"Successo teatro Nazionale e Lirico Milano, ""si punta su Roma""",False
1683,stefanodemartino,09-22-2022,"Successo teatro Nazionale e Lirico Milano, 'si punta su Roma'",False
1684,stefanodemartino,09-25-2022,"Stefano De Martino, 'amo la tv 'un passo indietro'",True
1685,stefanodemartino,09-25-2022,"Stefano De Martino, amo la tv ""un passo indietro""",True
1686,stefanodemartino,09-25-2022,Con Stefano De Martino torna Stasera tutto è possibile,True
1687,stefanodemartino,09-29-2022,"Alice nella città, 20 anni con Crowe, Marrone, Mahmood",False
1688,stefanodemartino,10-03-2022,"Vita da Carlo, anche Ibrahimovic nel cast della seconda stagione",False
1689,stefanodemartino,10-03-2022,"Vita da Carlo, ciak per seconda stagione della serie di Verdone",False
1690,stefanodemartino,10-18-2022,Scuola: studentessa palermitana vince concorso logo Erasmus,False
1691,stefanodemartino,11-02-2022,Musei: ArcheocineMANN la storia più antica in un festival,False
1692,stefanodemartino,11-14-2022,"Ambrogini a Cappato e Abatantuono, Giussani alla memoria",False
1693,stefanodemartino,11-22-2022,"Sicurezza lavoro,Asp etnea incontra sindacati e associazioni",False
1694,stefanodemartino,11-24-2022,Energia: aperto nuovo Spazio Enel a San Martino di Lupari,False
1695,stefanodemartino,12-08-2022,"Corto Flegreo:seconda edizione a ""Bacoli Muta-Nun ancora muorte""",False
1696,chechurodriguez_real,01-14-2022,"Belen, Cecilia e Jeremias Rodriguez lanciano linea moda kids",False
1697,chechurodriguez_real,01-21-2022,Marbel produrrà linea bimbo dei fratelli Rodriguez,False
1698,chechurodriguez_real,06-01-2022,"Belen, mi ritengo imprenditrice di moda ma la tv c'è sempre",False
1699,chechurodriguez_real,09-19-2022,"#leparolevalgono, al via Festival Treccani della lingua",False
1700,melissasatta,04-29-2022,"Celebrity Chef, con Alessandro Borghese su Tv8 dal 2/5",False
1701,melissasatta,05-18-2022,"Dalla salute al benessere mentale, la persona al centro della tecnologia",False
1702,melissasatta,05-18-2022,"Da salute a benessere mentale, persona al centro tecnologia",False
1703,melissasatta,05-18-2022,Tecnologia e design con il nuovo Huawei Watch Fit 2 ,False
1704,melissasatta,05-18-2022,Tecnologia e design con il nuovo Huawei Watch Fit 2,False
1705,melissasatta,05-18-2022,"Da salute a benessere mentale, persona al centro tecnologia",False
1706,melissasatta,06-15-2022,"Il polo a Pitti Uomo, azzurro Giansanti ""cresce pubblico Italia""",False
1707,melissasatta,07-11-2022,Allenarsi con Huawei Watch GT 3 Pro come Melissa Satta,True
1708,donnarumma,01-04-2022,Il Covid pesa sulla serie A Lega: 'Calendario invariato',False
1709,donnarumma,01-04-2022,"Covid: PSG, Donnarumma positivo ",True
1710,donnarumma,01-05-2022,'Fifa the Best': Donnarumma finalista per miglior portiere,True
1711,donnarumma,01-08-2022,"Covid: PSG, Messi guarito ma salta sfida con il Lione",False
1712,donnarumma,01-12-2022,"Raiola al San Raffaele, 'controlli sotto anestesia'",False
1713,donnarumma,01-17-2022,"Spareggi mondiali, Fifa cancella tutte le diffide",False
1714,donnarumma,01-20-2022,"'Raiola in terapia intensiva', ma lo staff smentisce",False
1715,donnarumma,01-21-2022,Calcio: Raiola rientrato a casa a Montecarlo,False
1716,donnarumma,01-23-2022,"Psg: Messi torna, Verratti e Sergio Ramos vanno in gol",False
1717,donnarumma,01-24-2022,"Azzurri: Balotelli è tornato, ecco Joao Pedro",False
1718,donnarumma,01-24-2022,Terna: 300 milioni per sviluppo rete elettrica alto atesina,False
1719,donnarumma,01-26-2022,Negozi e ristoranti con vista sul terreno di gioco,False
1720,donnarumma,01-27-2022,Negozi e ristoranti con vista sul terreno di gioco,False
1721,donnarumma,02-02-2022,"Milan: Ibra ancora non al top, verso derby senza Zlatan",False
1722,donnarumma,02-08-2022,Terna: 220 veicoli elettrici per flotta aziendale,False
1723,donnarumma,02-14-2022,"Champions: Pochettino, vogliamo avvicinarci al nostro sogno",False
1724,donnarumma,02-14-2022,"Champions: show Psg-Real, Mbappe' tra presente e futuro",False
1725,donnarumma,02-15-2022,"Champions: perla di Mbappé al 94', il Psg supera il Real Madrid ",False
1726,donnarumma,02-21-2022,Terna: 170 milioni per nuova linea tra Bologna e Firenze,False
1727,donnarumma,03-03-2022,"Calcio: Gran Galà Aic, le shortlist dei candidati",False
1728,donnarumma,03-08-2022,"Champions: Benzema schianta Psg, Real vola ai quarti ",False
1729,donnarumma,03-08-2022,"Champions, Pochettino: ""Difenderemo l'1-0 cercando di vincere""",False
1730,donnarumma,03-09-2022,Conference League: Vitesse-Roma 0-1 ,False
1731,donnarumma,03-09-2022,"Champions: Ancelotti, l'ultima mezz'ora è stata spettacolare",False
1732,donnarumma,03-10-2022,"Gualtieri, valutiamo risparmio energia, riunione con Acea",False
1733,donnarumma,03-10-2022,"Champions, L'Equipe critica PSG, lodi a Benzema: ""Puniti dal re""",False
1734,donnarumma,03-11-2022,"Champions, Donnarumma: ""Giorni non semplici, sarò più forte""",True
1735,donnarumma,03-15-2022,"Napoli Città Libro Off: in calendario Avati, Gospodinov, Rua",False
1736,donnarumma,03-17-2022,"Terna: nel 2021 ricavi a 2,6 miliardi, utile +0,5%",False
1737,donnarumma,03-18-2022,"Mancini chiama 33 azzurri, out Balotelli c'e' Joao Pedro ",False
1738,donnarumma,03-18-2022,"Azzurri: Mancini ne chiama 33, out Balotelli c'è Joao Pedro",False
1739,donnarumma,03-21-2022,"Gran galà Aic, Lukaku il più votato,tra le donne trionfa Girelli",False
1740,donnarumma,03-22-2022,"Torna l'ora legale, risparmi di 190 milioni in 7 mesi",False
1741,donnarumma,03-22-2022,"Verratti, Donnarumma è speciale e ha nostra fiducia",True
1742,donnarumma,03-23-2022,"Milan saluta Kessié, ivoriano andrà al Barcellona",False
1743,donnarumma,03-24-2022,"Disastro Italia, salta il secondo Mondiale consecutivo ",False
1744,donnarumma,03-24-2022,"Terna: ricavi previsti in aumento a 3,08 miliardi nel 2025",False
1745,donnarumma,03-24-2022,"Mondiali: Italia con Mancini-Bastoni, Chiellini in panchina",False
1746,donnarumma,03-25-2022,"L'Italia che verrà, adesso spazio a Zaniolo e Tonali",False
1747,donnarumma,03-25-2022,"Processo all'Italia, la mamma del ct Mancini: ""Avrei chiamato Balotelli""",False
1748,donnarumma,03-25-2022,"Processo a Italia: mamma ct Mancini,avrei chiamato Balotelli",False
1749,donnarumma,03-27-2022,Donnarumma: 'Riporteremo la Nazionale in alto',True
1750,donnarumma,03-28-2022,L'Italia batte la Turchia 3-2. Mancini: 'Bello vedere la reazione',False
1751,donnarumma,04-02-2022,"Serie B: pareggia la Cremonese, Lecce a -1",False
1752,donnarumma,04-17-2022,"Errore Donnarumma, ma Psg batte ugualmente Marsiglia ",True
1753,donnarumma,04-28-2022,"Calcio: Raiola lotta per la vita, condizioni gravissime",False
1754,donnarumma,04-29-2022,"Ligue 1: doppio Mbappé non basta, il PSG fermato sul 3-3",False
1755,donnarumma,04-30-2022,Serie B: la capolista Lecce sconfitta dal Vicenza,False
1756,donnarumma,04-30-2022,Addio a Mino Raiola. La famiglia: 'È stato il migliore di tutti',False
1757,donnarumma,04-30-2022,Alla Ternana il derby umbro con il Perugia,False
1758,donnarumma,05-04-2022,Terna: accordo con 3 atenei Mezzogiorno per Tyrrhenian Lab,False
1759,donnarumma,05-09-2022,"Energia: Terna, nuova tratta elettrodotto tra Sicilia e Sardegna",False
1760,donnarumma,05-13-2022,"Donnarumma, dalla mancata qualificazione ai Mondiali al ricordo di Raiola",True
1761,donnarumma,05-19-2022,"Terna, un premio fotografico per la bellezza dell'energia",False
1762,donnarumma,05-19-2022,Fotografia: Terna presenta il premio Driving Energy 2022,False
1763,donnarumma,05-21-2022,Europei U.17: a Italia serve una vittoria per andare nei quarti,False
